date,home_team,away_team,game_id,url,stage
2020-12-20 16:30:00,Manchester United,Leeds,1485319,https://www.whoscored.com/Matches/1485319/Live/England-Premier-League-2020-2021-Manchester-United-Leeds,
2020-12-20 14:15:00,Tottenham,Leicester,1485453,https://www.whoscored.com/Matches/1485453/Live/England-Premier-League-2020-2021-Tottenham-Leicester,
2020-12-20 19:15:00,West Bromwich Albion,Aston Villa,1485455,https://www.whoscored.com/Matches/1485455/Live/England-Premier-League-2020-2021-West-Bromwich-Albion-Aston-Villa,
2020-12-21 17:30:00,Burnley,Wolves,1485315,https://www.whoscored.com/Matches/1485315/Live/England-Premier-League-2020-2021-Burnley-Wolves,
2020-12-21 20:00:00,Chelsea,West Ham,1485316,https://www.whoscored.com/Matches/1485316/Live/England-Premier-League-2020-2021-Chelsea-West-Ham,
2020-12-26 17:30:00,Arsenal,Chelsea,1485457,https://www.whoscored.com/Matches/1485457/Live/England-Premier-League-2020-2021-Arsenal-Chelsea,
2020-12-26 15:00:00,Aston Villa,Crystal Palace,1485459,https://www.whoscored.com/Matches/1485459/Live/England-Premier-League-2020-2021-Aston-Villa-Crystal-Palace,
2020-12-26 15:00:00,Fulham,Southampton,1485461,https://www.whoscored.com/Matches/1485461/Live/England-Premier-League-2020-2021-Fulham-Southampton,
2020-12-26 12:30:00,Leicester,Manchester United,1485444,https://www.whoscored.com/Matches/1485444/Live/England-Premier-League-2020-2021-Leicester-Manchester-United,
2020-12-26 20:00:00,Manchester City,Newcastle,1485446,https://www.whoscored.com/Matches/1485446/Live/England-Premier-League-2020-2021-Manchester-City-Newcastle,
2020-12-26 20:00:00,Sheffield United,Everton,1485447,https://www.whoscored.com/Matches/1485447/Live/England-Premier-League-2020-2021-Sheffield-United-Everton,
2020-12-27 12:00:00,Leeds,Burnley,1485463,https://www.whoscored.com/Matches/1485463/Live/England-Premier-League-2020-2021-Leeds-Burnley,
2020-12-27 16:30:00,Liverpool,West Bromwich Albion,1485445,https://www.whoscored.com/Matches/1485445/Live/England-Premier-League-2020-2021-Liverpool-West-Bromwich-Albion,
2020-12-27 14:15:00,West Ham,Brighton,1485448,https://www.whoscored.com/Matches/1485448/Live/England-Premier-League-2020-2021-West-Ham-Brighton,
2020-12-27 19:15:00,Wolves,Tottenham,1485449,https://www.whoscored.com/Matches/1485449/Live/England-Premier-League-2020-2021-Wolves-Tottenham,
2020-12-28 17:30:00,Chelsea,Aston Villa,1485454,https://www.whoscored.com/Matches/1485454/Live/England-Premier-League-2020-2021-Chelsea-Aston-Villa,
2020-12-28 15:00:00,Crystal Palace,Leicester,1485456,https://www.whoscored.com/Matches/1485456/Live/England-Premier-League-2020-2021-Crystal-Palace-Leicester,
2020-12-29 18:00:00,Brighton,Arsenal,1485450,https://www.whoscored.com/Matches/1485450/Live/England-Premier-League-2020-2021-Brighton-Arsenal,
